15/06/2023
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
532878	Alpa Laboratories Limited	210.40600
532879	Sir Shadi Lal Enterprises Ltd	52.50000
532880	OMAXE LIMITED	1829.00540
532884	Refex Industries Limited	221.07024
532885	Central Bank of India	86809.39432
532886	SEL Manufacturing Company Limi	331.34700
532887	Neueon Towers Limited	565.44552
532888	ASIAN GRANITO INDIA LIMITED	1267.45316
532889	K.P.R. Mill Ltd.	3418.14000
532890	Take Solutions Ltd	1479.34000
532891	Puravankara Limited	2371.49686
532892	Motilal Oswal Financial Servic	1479.47126
532893	VTM Ltd	402.27600
532894	Indowind Energy Ltd.	1073.34780
532895	Nagreeka Capital & Infrastruct	126.15300
532896	MAGNUM VENTURES LIMITED	376.01884
532898	POWER GRID CORPORATION OF INDI	69754.52864
532899	Kaveri Seed Company Ltd	559.21829
532900	PAISALO DIGITAL LIMITED	4490.21990
532902	Consolidated Construction Cons	3985.11188
532904	Supreme Infrastructure India L	256.98372
532906	MAAN ALUMINIUM LIMITED	135.21216
532907	IL&FS Engineering and Construc	1311.21078
532908	SHARON BIO-MEDICINE LTD.	1055.69000
532911	PARLE INDUSTRIES LIMITED	140.00000
532914	Arcotech Limited (Formerly SKS	1050.00000
532915	Religare Enterprises Ltd	3235.88213
532916	BARAK VALLEY CEMENTS LIMITED	221.60000
532918	RATHI BARS LIMITED	163.30357
532919	Allied Computers International	1897.54952
532921	Adani Ports and Special Econom	21601.38945
532922	Edelweiss Financial Services L	9432.75276
532923	RENAISSANCE GLOBAL LIMITED	943.97200
532924	Kolte-Patil Developers Ltd	760.04409
532925	Kaushalya Infrastructure Devel	346.30630
532926	JYOTHY LABS LIMITED	3672.08644
532927	eClerx Services Limited	490.25359
532928	Transformers and Rectifiers (I	1325.64110
532929	Brigade Enterprises Limited	2307.92555
532930	BGR ENERGY SYSTEMS LIMITED	721.61560
532931	Burnpur Cement Limited	861.24363
532932	MANAKSIA LIMITED	655.34050
532933	PORWAL AUTO COMPONENTS LIMITED	151.00000
532934	PPAP Automotive Limited	140.00000
532935	Aries Agro Limited	130.04339
532937	Kuantum Papers Limited	872.63630
532939	Reliance Power Limited	37352.05966
532940	J. Kumar Infraprojects Limited	756.65506
532941	Cords Cable Industries Limited	129.27780
532942	KNR Constructions Limited	2812.34600
532944	OnMobile Global Ltd.	1060.69821
532945	SEPC LIMITED	13714.29018
532946	Bang Overseas Ltd	135.60000
532947	IRB Infrastructure Developers	60390.00000
532948	Tulsi Extrusions Limited	274.94610
532951	GSS Infotech Ltd	169.36843
532952	Nahar Capital & Financial Serv	167.46167
532953	V-Guard Industries Ltd.	4335.28225
532955	REC LIMITED	26332.24000
532957	GOKAK TEXTILES LTD.	64.99308
532959	AJR INFRA AND TOLLING LIMITED	9418.30724
532960	Dhani Services Limited	6032.33339
532966	Titagarh Wagons Ltd	1195.71089
532967	KIRI INDUSTRIES LIMITED	518.34211
532972	Sankhya Infotech Ltd.	143.95504
532974	Aditya Birla  Money Ltd	565.09201
532975	AISHWARYA TECHNOLOGIES AND TEL	238.93942
532976	Jai Balaji Industries Limited	1505.50286
532977	Bajaj Auto Limited	2829.57358
532978	Bajaj Finserv Limited	15928.15460
532980	Gokul Refoils and Solvent Limi	989.95000
532983	RPG Life Sciences Limited	165.39015
532986	Niraj Cement Structurals Limit	401.55300
532987	Rane Brake Lining Limited	77.29871
532988	Rane Engine Valve Limited	70.62634
532989	Bafna Pharmaceuticals Limited	236.56335
532990	Metkore Alloys & Industries Lt	704.26475
532991	MVL Limited	6012.43200
532992	CHL Limited	548.18290
532993	SEJAL GLASS LIMITED	101.00000
532994	Archidply Industries Limited	198.65000
532997	KSK Energy Ventures  Limited	4239.85774
532998	Lotus Eye Hospital And Institu	207.96330
533001	SOMI CONVEYOR BELTINGS LIMITED	117.79656
533006	Birla Cotsyn (India) Limited	26865.70450
533007	LGB Forge Limited	2382.02463
533008	OCL Iron and Steel Limited	1341.43160
533012	Landmark Property Development	1341.43160
533014	Sicagen India Limited	395.71684
533015	Nu Tek India Limited	1545.18600
533017	Resurgere Mines & Minerals Ind	1988.74644
533018	SIMPLEX MILLS COMPANY LIMITED	30.00475
533019	SIMPLEX PAPERS LTD.	30.01475
533022	20 Microns Limited	352.86502
533023	ZF Commercial Vehicle Control	189.67584
533029	Alkali Metals Limited	101.82506
533033	ISGEC Heavy Engineering Limite	735.29510
533047	Indian Metals & Ferro Alloys L	539.54106
533048	GI ENGINEERING SOLUTIONS LIMIT	861.21960
533056	VEDAVAAG Systems Limited	229.25000
533078	Manjeera Constructions Limited	125.08418
533079	Sand Plast (India) Ltd.	232.00000
533080	Mold-Tek Packaging Limited	331.64769
533088	Mahindra Holidays & Resorts In	2014.07093
533090	Excel Realty N Infra Limited	14106.95055
533093	RAJ OIL MILLS LIMITED	149.88684
533095	Bengal & Assam Company Limited	112.96328
533096	Adani Power Limited	38569.38941
533098	NHPC Limited	100450.34805
533101	Suryaamba Spinning Mills Limit	29.31944
533103	Jindal Cotex Limited	450.03140
533104	Globus Spirits Limited	288.02749
533106	Oil India Limited	10844.05194
533107	Reliance Naval and Engineering	7375.91263
533108	Bhilwara Technical Textiles Li	583.73305
533109	Euro Multivision Limited	238.00049
533110	Shree Precoated Steels Limited	41.39902
533121	EXPLEO SOLUTIONS LIMITED	102.52485
533122	RattanIndia Power Limited	53701.05860
533137	DEN Networks Limited	4772.23845
533138	ASTEC LIFESCIENCES LIMITED	196.05660
533146	D-Link (India) Ltd	355.04850
533148	JSW Energy Limited	16446.75668
533149	Essar Securities Limited	142.87754
533150	Godrej Properties Limited	2780.21444
533151	D.B.Corp Limited	1779.82132
533152	MBL Infrastructure Ltd	1047.54624
533155	Jubilant Foodworks Limited	6598.45200
533156	Vascon Engineers Limited	2173.17111
533158	Thangamayil Jewellery Limited	137.19582
533160	D B REALTY LIMITED	3521.54782
533161	Emmbi Industries Limited	176.90250
533162	Hathway Cable & Datacom Limite	17701.04500
533163	ARSS Infrastructure Projects L	227.37966
533164	Texmo Pipes and Products Limit	291.95000
533166	Sundaram Multi Pap Ltd.	4738.77773
533167	Coromandel Engineering Company	332.33598
533168	Rossell India Limited	376.96475
533169	MAN INFRACONSTRUCTION LIMITED	3712.50405
533170	Tamboli Capital Limited	99.20000
533176	DQ Entertainment (Internationa	792.83000
533177	IL&FS Transportation Networks	3289.60027
533179	Persistent Systems Limited	769.25000
533181	Intrasoft Technologies Limited	147.31678
533189	Goenka Diamond & Jewels Ltd	3170.00000
533192	K C P SUGAR AND INDUSTRIES COR	1133.85050
533193	KIRLOSKAR ELECTRIC COMPANY LTD	664.14071
533200	TALWALKARS BETTER VALUE FITNES	310.04856
533202	SATCHMO HOLDINGS LIMITED	1458.32100
533203	TARAPUR TRANSFORMERS LIMITED	195.00011
533204	GB GLOBAL LIMITED	33.14295
533206	SJVN LIMITED	39297.95175
533207	Jaypee Infratech Limited	13889.33497
533208	Emami Paper Mills Ltd.	604.99050
533210	Kriti Nutrients Ltd	501.03520
533212	GKB Ophthalmics Ltd.	50.40580
533216	TECHNOFAB ENGINEERING LIMITED	104.90000
533217	Hindustan Media Ventures Limit	736.71548
533218	EMAMI REALTY LIMITED	378.43889
533221	Asian Hotels (West) Ltd	116.51210
533227	Asian Hotels (East) Limited	172.91696
533229	BAJAJ CONSUMER CARE LIMITED	1431.37149
533239	Prakash Steelage Limited	1750.00390
533248	Gujarat Pipavav Port Limited	4834.39910
533252	Welspun Investments and Commer	36.54476
533257	INDOSOLAR LIMITED	3720.67116
533259	Sastasundar Ventures Limited	318.10500
533260	Career Point Limited	181.92939
533261	Eros International Media Limit	959.14119
533262	Ramky Infrastructure Limited	691.97791
533263	Orient Green Power Company Lim	7507.23977
533267	CANTABIL RETAIL INDIA LIMITED	163.27608
533268	SEA TV Network Limited	120.20000
533269	VA Tech Wabag Limited	621.90428
533270	Bedmutha Industries Limited	322.63884
533271	Ashoka Buildcon Limited	2807.23217
533272	JUPITER WAGONS LIMITED	3994.87030
533273	OBEROI REALTY LIMITED	3636.02237
533274	Prestige Estates Projects Limi	4008.61654
533275	GYSCOAL ALLOYS LIMITED	3323.78676
533278	Coal India Limited	61627.28327
533282	GRAVITA INDIA LIMITED	690.37914
533284	RPP INFRA PROJECTS LIMITED	371.60905
533285	RDB Realty & Infrastructure Li	172.83400
533286	MOIL Limited	2034.85211
533287	ZEE LEARN LIMITED	3260.92725
533289	Kesar Terminals & Infrastructu	109.26475
533292	A2Z Infra Engineering Limited	1761.19858
533293	Kirloskar Oil Engines Limited	1447.85654
533294	Ravi Kumar Distilleries Limite	240.00000
533295	PUNJAB & SIND BANK	67777.86447
533296	Future Market Networks Limited	575.44381
533298	Surana Solar Limited	492.06600
533301	Shekhawati Poly-Yarn Limited	3447.00000
533302	Kalyani Investment Company Lim	43.65306
533303	BF Investment Limited	376.67628
533306	SUMMIT SECURITIES LTD.	109.01781
533310	MidValley Entertainment Limite	342.24569
533315	Innovassynth Investments Limit	242.78035
533316	STEL Holdings Limited	184.55405
533317	OMKAR SPECIALITY CHEMICALS LIM	205.78004
533320	Jubilant Industries Limited	150.67101
533321	Bil Energy Systems Limited	2114.16000
533326	Texmaco Rail & Engineering Lim	3218.69895
533329	Indian Terrain Fashions Limite	442.91685
533333	Fineotex Chemical Limited	1107.48420
533336	Dhunseri Investments Ltd	60.97178
533339	Zen Technologies Ltd.	795.10000
533343	Lovable Lingerie Limited	148.00000
533344	PTC India Financial Services L	6422.83335
533398	MUTHOOT FINANCE LIMITED	4014.48231
533400	Future Consumer Limited	19970.34643
533407	CIL Nova Petrochemicals Limite	271.00000
533427	VMS INDUSTRIES LIMITED	164.73391
533451	Karma Energy Limited	115.69918
533452	DELPHI WORLD MONEY LIMITED	111.27890
533470	Rushil Decor Limited	265.41682
533477	Enkei wheels (India) Limited	179.74895
533482	Kridhan Infra Limited	947.79205
533499	Bharatiya Global Infomedia Lim	158.43110
533506	INVENTURE GROWTH & SECURITIES	8400.00000
533519	L&T FINANCE HOLDINGS LIMITED	24799.69485
533520	Yaari Digital Integrated Servi	1004.42259
533540	Tree House Education & Accesso	423.10724
533543	BROOKS LABORATORIES LIMITED	247.02812
533552	RUPA & COMPANY LIMITED	795.24560
533553	TD Power Systems Ltd	1561.32670
533573	ALEMBIC PHARMACEUTICALS LIMITE	1965.63124
533576	Vaswani Industries Limited	300.00000
533581	PG Electroplast Limited	227.42617
533602	Lesha Industries Limited	1093.72990
533605	SETUBANDHAN INFRASTRUCTURE LIM	1256.78260
533608	RDB Rasayans Limited	177.14800
533629	TIJARIA POLYPIPES LIMITED	286.26579
533632	Onelife Capital Advisors Ltd	133.60000
533638	FLEXITUFF VENTURES INTERNATION	268.82806
533644	Ujaas Energy Limited	2002.90000
533655	Triveni Turbine Limited	3178.76913
533676	Indo Thai Securities Limited	100.00000
533704	Essar Shipping Ltd	2069.76072
533758	APL Apollo Tubes Limited	2773.30814
533761	GPT Infraprojects limited	581.72000
533896	Fervent Synergies Limited	300.00000
533941	THOMAS SCOTT (INDIA) LIMITED	55.14402
533982	Tera Software Ltd.	125.11875
534060	PMC Fincorp Limited	5340.61200
534063	Futuristic Solutions Ltd.	104.73447
534064	Alliance Integrated Metaliks L	1161.25000
534076	RHI MAGNESITA INDIA LIMITED	2037.11365
534091	Multi Commodity Exchange of In	509.98369
534109	Pyxis Finvest Limited	115.02585
534139	SCHNEIDER ELECTRIC INFRASTRUCT	2391.04035
534190	Olympic Cards Limited	163.08700
534309	NBCC (India) Limited	18000.00000
534312	MT EDUCARE LIMITED	722.28054
534328	Hexa Tradex Limited	552.44704
534338	Maxheights Infrastructure Limi	156.09225
534369	Tribhovandas Bhimji Zaveri Lim	667.30620
534392	Vardhman Special Steels Ltd	812.54828
534422	Looks Health Services Limited	105.00000
534425	Speciality Restaurants Limited	475.32657
534532	Lypsa Gems & Jewellery Limited	294.84000
534535	Bio Green Papers Limited	258.17942
534563	MAX ALERT SYSTEMS LIMITED	91.99500
534564	ASEEM GLOBAL LIMITED	105.80398
534597	RATTANINDIA ENTERPRISES LIMITE	13822.69592
534598	S.E. POWER LIMITED	406.10000
534600	JTL INDUSTRIES LIMITED	844.42092
534612	ADVANCE METERING TECHNOLOGY LI	160.57466
534615	North Eastern Carrying Corpora	501.97336
534618	WAAREE RENEWABLE TECHNOLOGIES	208.14834
534623	Jupiter Infomedia Limited	100.20000
534639	VINAYAK POLYCON INTERNATIONAL	30.81295
534659	Jointeca Education Solutions L	100.15300
534674	Ducon Infratechnologies Limite	2599.40469
534675	Prozone Intu Properties Limite	1526.02883
534680	SRG Housing Finance Limited	130.00000
534691	Comfort Commotrade Limited	100.20000
534707	ADITRI INDUSTRIES LIMITED	124.69560
534708	SHANTI GURU INDUSTRIES LIMITED	123.10000
534731	Bronze Infra-Tech Limited	172.76500
534732	CASPIAN CORPORATE SERVICES LIM	422.00000
534733	Aerpace Industries Limited	315.40000
534740	Bhanot Construction & Housing	203.98160
534741	VIRTUAL GLOBAL EDUCATION LTD.	4236.63698
534742	ZUARI AGRO CHEMICALS LIMITED	420.58006
534748	Steel Exchange India Ltd.	9438.11770
534755	Trio Mercantile & Trading Limi	679.36604
534757	Focus Industrial Resources Lim	121.94199
534758	Cigniti Technologies Ltd	272.71959
534796	CDG PETCHEM LIMITED	30.77500
534804	CARE Ratings Limited	297.00612
534809	PC JEWELLER LIMITED	4654.03896
534816	INDUS TOWERS LIMITED	26949.36950
534839	Eco Friendly Food Processing P	2476.50000
534920	COVIDH TECHNOLOGIES LIMITED	106.00000
534927	Esteem Bio Organic Food Proces	2486.33330
534976	V-Mart Retail Limited	197.72463
535136	NIBE LIMITED	118.59485
535141	Sunstar Realty Development Lim	2362.30000
535142	Channel Nine Entertainment Lim	2328.96000
535204	Mukta Agriculture Limited	216.81771
535205	Mystic Electronics Limited	197.66248
535217	HPC Biosciences Limited	1596.00000
535267	COMFORT FINCAP LIMITED	542.56500
535279	Bothra Metals & Alloys Limited	185.16640
535322	Repco Home Finance Limited	625.61362
535387	LAKHOTIA POLYESTERS (INDIA) LI	104.73988
535431	GCM Securities Limited	1899.60000
535458	NRB INDUSTRIAL BEARINGS LIMITE	242.30650
535466	SAMRUDDHI REALTY LIMITED	100.94400
535467	ASHAPURA INTIMATES FASHION LIM	252.11406
535514	Prime Capital Market Limited	100.00100
535566	KIFS Financial Services Ltd	108.18000
535601	Sreeleathers Limited	231.55012
535602	Sharda Motor Industries Ltd	297.31630
535620	Binny Mills Limited	31.88474
535621	S V Global Mill Limited	180.82970
535647	SDC TECHMEDIA LIMITED	64.92500
535648	Just Dial Limited	849.60104
535657	ObjectOne Information Systems	105.11900
535658	Pawansut Holdings Limited	113.13905
535667	India Finsec Limited	249.41715
535693	BRAHMAPUTRA INFRASTRUCTURE LIM	290.18400
535694	Edynamics Solutions Limited	255.54500
535719	QUEST SOFTECH (INDIA) LIMITED	100.00000
535730	Khoobsurat Ltd.	1328.44740
535754	ORIENT CEMENT LIMITED	2048.68760
535755	Aditya Birla Fashion and Retai	9487.98532
535789	INDIABULLS HOUSING FINANCE LIM	4715.96630
535910	Money Masters Leasing & Financ	100.38229
535916	Alacrity Securities Limited	210.80000
535917	GCM Commodity & Derivatives Li	74.27000
535958	Integra Essentia Limited	4570.33003
536073	Silverpoint Infratech Limited	197.89000
536128	VKJ Infradevelopers Limited	2379.96934
536170	KUSHAL LIMITED	2475.25460
536264	Tiger Logistics (India) Limite	105.72500
536456	R J BIO-TECH LIMITED	94.67600
536493	JK Agri Genetics Limited	46.36963
536507	Future Lifestyle Fashions Limi	2017.74874
536565	Trimurthi Limited	81.00000
536592	SATKAR FINLEASE LIMITED	2204.40000
536644	Newever Trade Wings Limited	239.45200
536659	PVV Infra Limited	69.98301
536671	Subh Tex (India) Limited	110.00000
536672	VCU Data Management Limited	155.00000
536709	IND Renewable Energy Ltd	30.27360
536710	S R G SECURITIES FINANCE LIMIT	53.75400
536737	Amrapali Capital and Finance S	97.78600
536738	STELLAR CAPITAL SERVICES LIMIT	249.61500
536751	Five X Tradecom Limited	205.54400
536773	JINDAL POLY INVESTMENT AND FIN	105.11929
536820	BOSTON TEKNOWSYS (INDIA) LIMIT	52.40500
536846	Yuranus Infrastructure Ltd	35.00000
536868	Integra Telecommunication & So	105.60000
536965	B.P.Capital Ltd.	60.11800
536974	CAPTAIN POLYPLAST LIMITED	503.78790
537069	Arnold Holdings Ltd	300.75000
537092	MODEX INTERNATIONAL SECURITIES	120.00000
537253	Sunil Healthcare Limited	102.54750
537254	RCI Industries & Technologies	156.76415
537259	Suyog Telematics Limited	104.82400
537291	Nath Biogene India Ltd.	190.04000
537292	Agri-Tech India Ltd.	59.40000
537326	CHEMTECH INDUSTRIAL VALVES LIM	114.87333
537392	Taaza International Limited	72.58110
537492	Agrimony Commodities Limited	113.90000
537524	Viaan Industries Limited	1102.43100
537536	Denis Chem Lab Limited	138.76668
537573	Polymac Thermoformers Limited	47.81600
537582	Unishire Urban Infra Limited	243.58500
537669	LAXMIPATI ENGINEERING WORKS LI	57.52000
537707	ETT Limited	103.68660
537709	SHREE HANUMAN SUGAR & INDUSTRI	185.00000
537750	Kiran Vyapar Limited	272.84211
537766	B.C. Power Controls Limited	698.00000
537784	Karnimata Cold Storage Limited	50.84000
537785	RACE ECO CHAIN LIMITED	164.32200
537800	Mangalam Industrial Finance Li	9616.43500
537820	VIJI FINANCE LIMITED	825.00000
537838	Negotium International Trade L	392.22500
537839	PHOENIX TOWNSHIP LIMITED	139.84260
537840	Raunaq EPC International Limit	33.43243
537954	Shri Krishna Prasadam Limited	101.00000
537985	INFRONICS SYSTEMS LIMITED	79.26462
538019	Oceanaa Biotek Industries Limi	135.65275
538081	Haria Apparels Limited	152.89800
538092	SHRI VASUPRADA PLANTATIONS LIM	82.84402
538119	R&B Denims Limited	699.73440
538180	Gold Line International Finves	5209.65000
538212	SHARP INVESTMENTS LTD	2420.97500
538268	Wonderla Holidays Limited	565.59167
538273	Response Informatics Limited	74.76400
538287	Tarang Projects and Consultant	144.00000
538295	Kausambi Vanijya Limited	474.00000
538319	GCM Capital Advisors Limited	169.40000
538351	A.F. Enterprises Limited	141.13636
538365	INCREDIBLE INDUSTRIES LIMITED	467.63750
538382	WEST LEISURE RESORTS LIMITED	30.53337
538395	Nam Securities Ltd.	53.92000
538401	MAESTROS ELECTRONICS & TELECOM	55.10237
538402	SPS Finquest Limited	101.37825
538422	Jackson Investments Limited	2907.08050
538423	Alps Motor Finance Limited	1015.62800
538432	Divinus Fabrics Limited	44.57004
538433	Classic Global Finance & Capit	367.28000
538446	MONEYBOXX FINANCE LIMITED	249.94260
538450	Dhyana Finstock Limited	94.26100
538451	Worth Investment & Trading Co	63.30000
538452	Quasar India Limited	53.52500
538464	Thirani Projects Limited	202.12875
538465	Amarnath Securities Ltd.	30.00200
538476	Capital Trade Links Limited	609.80000
538496	Tarini International Limited	129.98000
538504	Creative Merchants Limited	50.00000
538520	SHIVAMSHREE BUSINESSES LIMITED	456.50000
538521	YAAN ENTERPRISES LIMITED	31.00000
538537	Omansh Enterprises Limited	177.50000
538539	J.Taparia Projects Ltd	162.00000
538540	Ramchandra Leasing & Finance L	511.62000
538541	Inceptum Enterprises Limited	41.11400
538542	GoldCoin Health Foods Limited	30.00900
538546	Bansal Roofing Products Limite	131.83200
538547	Oasis Tradelink Limited	108.74636
538548	Vitan Agro Industries Limited	835.35650
538556	Arman Holdings Limited	52.10500
538557	Sai Baba Investment & Commerci	112.65000
538562	Skipper Limited	1026.70212
538563	Adarsh Mercantile Limited	36.75000
538564	James Warren Tea Limited	44.00000
538565	Vistar Amar Limited	32.00000
538567	Gulf Oil Lubricants India Limi	490.17086
538568	Fruition Venture Limited	40.00000
538569	Triveni Enterprises Limited	572.40000
538570	Achal Investments Limited	630.97890
538575	Solis Marketing Limited	307.80000
